photo,Genre,sous genre,Espèce,sous espèce,species name,category,M/f/ND(0/1/2)
1589,Aedes,Ochlerotatus,detritus,,Aedes Detritus,34,2
1590,Aedes,Ochlerotatus,detritus,,Aedes Detritus,34,2
1591,Aedes,Ochlerotatus,detritus,,Aedes Detritus,34,2
1592,Aedes,Ochlerotatus,detritus,,Aedes Detritus,34,2
1593,Aedes,Ochlerotatus,detritus,,Aedes Detritus,34,2
1594,Aedes,Ochlerotatus,detritus,,Aedes Detritus,34,2
1595,Aedes,Ochlerotatus,detritus,,Aedes Detritus,34,2
1596,Aedes,Ochlerotatus,detritus,,Aedes Detritus,34,2
1597,Aedes,Ochlerotatus,detritus,,Aedes Detritus,34,2
1598,Aedes,Ochlerotatus,mariae,,Aedes Mariae,35,2
1599,Aedes,Ochlerotatus,mariae,,Aedes Mariae,35,2
1600,Aedes,Ochlerotatus,mariae,,Aedes Mariae,35,2
1601,Aedes,Ochlerotatus,mariae,,Aedes Mariae,35,2
1602,Aedes,Ochlerotatus,mariae,,Aedes Mariae,35,2
1603,Aedes,Ochlerotatus,pullatus,,Aedes pullatus,36,2
1604,Aedes,Ochlerotatus,pullatus,,Aedes pullatus,36,2
1605,Aedes,Ochlerotatus,pullatus,,Aedes pullatus,36,2
1606,Aedes,Ochlerotatus,pullatus,,Aedes pullatus,36,2
1607,Aedes,Ochlerotatus,pullatus,,Aedes pullatus,36,2
1608,Aedes,Ochlerotatus,pullatus,,Aedes pullatus,36,2
1609,Aedes,Ochlerotatus,pullatus,,Aedes pullatus,36,2
1610,Aedes,Ochlerotatus,pullatus,,Aedes pullatus,36,2
1611,Aedes,Ochlerotatus,pullatus,,Aedes pullatus,36,2
1612,Aedes,Ochlerotatus,pullatus,,Aedes pullatus,36,2
1613,Aedes,Ochlerotatus,pullatus,,Aedes pullatus,36,2
1614,Aedes,Ochlerotatus,pullatus,,Aedes pullatus,36,2
1615,Aedes,Ochlerotatus,pullatus,,Aedes pullatus,36,2
1616,Aedes,Ochlerotatus,pullatus,,Aedes pullatus,36,2
1617,Aedes,Ochlerotatus,pullatus,,Aedes pullatus,36,2
1618,Aedes,Ochlerotatus,punctor,,Aedes punctor,37,2
1619,Aedes,Ochlerotatus,punctor,,Aedes punctor,37,2
1620,Aedes,Ochlerotatus,punctor,,Aedes punctor,37,2
1621,Aedes,Ochlerotatus,punctor,,Aedes punctor,37,2
1622,Aedes,Ochlerotatus,punctor,,Aedes punctor,37,2
1623,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,2
1624,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,2
1625,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,2
1626,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,2
1627,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,2
1628,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,2
1629,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,2
1630,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,2
1631,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,2
1632,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,2
1633,Anopheles,Nyssorhynchus,aquasalis,,Anopheles aquasalis,38,2
1634,Anopheles,Nyssorhynchus,aquasalis,,Anopheles aquasalis,38,2
1635,Anopheles,Nyssorhynchus,aquasalis,,Anopheles aquasalis,38,2
1636,Anopheles,Nyssorhynchus,aquasalis,,Anopheles aquasalis,38,2
1637,Anopheles,Nyssorhynchus,aquasalis,,Anopheles aquasalis,38,2
1638,Anopheles,Nyssorhynchus,aquasalis,,Anopheles aquasalis,38,2
1639,Aedes,Stegomyia,aegypti,,Aedes aegypti,2,0
1640,Aedes,Stegomyia,aegypti,,Aedes aegypti,2,0
1641,Aedes,Stegomyia,aegypti,,Aedes aegypti,2,0
1642,Aedes,Stegomyia,aegypti,,Aedes aegypti,2,0
1643,Aedes,Stegomyia,aegypti,,Aedes aegypti,2,0
1644,Aedes,Stegomyia,aegypti,,Aedes aegypti,2,0
1645,Aedes,Stegomyia,aegypti,,Aedes aegypti,2,0
1646,Aedes,Stegomyia,aegypti,,Aedes aegypti,2,0
1647,Aedes,Stegomyia,aegypti,,Aedes aegypti,2,2
1648,Aedes,Stegomyia,aegypti,,Aedes aegypti,2,2
1649,Aedes,Stegomyia,aegypti,,Aedes aegypti,2,2
1650,Aedes,Stegomyia,aegypti,,Aedes aegypti,2,0
1651,Aedes,Stegomyia,aegypti,,Aedes aegypti,2,0
1652,Aedes,Stegomyia,aegypti,,Aedes aegypti,2,0
1653,Aedes,Stegomyia,aegypti,,Aedes aegypti,2,0
1654,Aedes,Stegomyia,aegypti,,Aedes aegypti,2,0
1655,Aedes,Stegomyia,aegypti,,Aedes aegypti,2,0
1656,Aedes,Stegomyia,aegypti,,Aedes aegypti,2,0
1657,Culex,Eumelanomyia,hortensis,,Culex hortensis,5,2
1658,Culex,Eumelanomyia,hortensis,,Culex hortensis,5,2
1659,Culex,Eumelanomyia,hortensis,,Culex hortensis,5,2
1660,Culex,Eumelanomyia,hortensis,,Culex hortensis,5,2
1661,Culex,Eumelanomyia,hortensis,,Culex hortensis,5,2
1662,Culex,Culex,territans,,Culex territans,39,2
1663,Culiseta,Allotheobaldia,longiareolata,,Culiseta longiareolata,40,2
1664,Glossina,Nemorhina,fuscipes,quazensis,Glossina fuscipes quazensis,15,2
1665,Glossina,Nemorhina,fuscipes,quazensis,Glossina fuscipes quazensis,15,2
1666,Sergentomyia,Sergentomyia,minuta,minuta,Sergentomyia minuta,30,1
1667,Sergentomyia,Sergentomyia,minuta,minuta,Sergentomyia minuta,30,1
1668,Sergentomyia,Sergentomyia,minuta,minuta,Sergentomyia minuta,30,1
1669,Sergentomyia,Sergentomyia,minuta,minuta,Sergentomyia minuta,30,0
1670,Sergentomyia,Sergentomyia,minuta,minuta,Sergentomyia minuta,30,0
1671,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1672,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1673,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1674,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1675,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1676,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1677,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1678,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1679,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1680,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1681,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1682,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1683,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1684,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1685,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1686,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1687,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1688,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1689,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1690,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1691,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1692,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1693,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1694,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1695,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1696,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1697,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1698,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1699,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1700,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1701,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1702,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1703,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1704,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1705,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1706,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1707,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1708,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1709,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1710,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1711,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1712,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1713,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1714,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1715,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1716,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1717,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1718,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1719,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1720,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1721,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1722,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1723,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1724,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1725,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1726,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1727,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1728,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1729,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1730,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1731,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1732,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1733,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1734,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1735,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1736,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1737,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1738,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1739,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,0
1740,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1741,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1742,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1743,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1744,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1745,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1746,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1747,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1748,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1749,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1750,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1751,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1752,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1753,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1754,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1755,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1756,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1757,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1758,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1759,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1760,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1761,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1762,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1763,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1764,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1765,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1766,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1767,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1768,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1769,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1770,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1771,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1772,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1773,Anopheles,Cellia,coluzzii,,Anopheles coluzzii,6,1
1774,Anopheles,Cellia,stephensi,,Anopheles stephensi,41,2
1775,Anopheles,Cellia,stephensi,,Anopheles stephensi,41,2
1776,Anopheles,Anopheles,maculipennis,,Anopheles maculipenis,8,2
1777,Anopheles,Anopheles,maculipennis,,Anopheles maculipenis,8,2
1778,Anopheles,Anopheles,maculipennis,,Anopheles maculipenis,8,2
1779,Aedes,Neomelaniconion,bolense,,Aedes bolense,42,2
1780,Aedes,Neomelaniconion,bolense,,Aedes bolense,42,2
1781,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1782,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1783,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1784,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1785,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1786,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1787,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1788,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1789,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1790,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1792,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1793,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1794,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1795,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1796,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1797,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1798,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1799,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1800,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1801,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1802,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1803,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1804,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1805,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1806,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1807,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1808,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1809,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1810,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1811,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1812,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1813,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1814,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1815,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1816,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1817,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1818,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1819,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1820,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1821,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1822,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1823,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1824,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1825,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1826,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1827,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1828,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1829,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1830,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1831,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1832,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1833,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1834,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1835,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1836,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1837,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1838,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1839,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1840,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1841,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1842,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1843,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1844,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1845,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1846,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1847,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1848,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1849,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1850,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1851,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1852,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1853,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1854,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1855,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1856,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1857,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,0
1858,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1859,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1860,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1861,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1862,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1863,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1864,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1865,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1866,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1867,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1868,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1869,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1870,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1871,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1872,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1873,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1874,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1875,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1876,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1877,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1878,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1879,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1880,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1881,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1882,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1883,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1884,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1885,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1886,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1887,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1888,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1889,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1890,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1891,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1892,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1893,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1894,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1895,Aedes,Stegomyia,albopictus,,Aedes albopictus,1,1
1896,Anopheles,Cellia,gambiae,,Anopheles gambiae,7,2
1897,Culex,Culex,brumpti,,Culex brumpti,43,2
1898,Culex,Culex,brumpti,,Culex brumpti,43,1
1899,Culex,Culex,brumpti,,Culex brumpti,43,2
1900,Culex,Culex,brumpti,,Culex brumpti,43,2
1901,Culex,Culex,hortensis,,Culex hortensis,5,0
1902,Culex,Culex,hortensis,,Culex hortensis,5,0
1903,Culex,Culex,quinquefaciatus,,Culex  quinquefaciatus,3,1
1904,Culex,Culex,quinquefaciatus,,Culex  quinquefaciatus,3,1
1905,Culex,Culex,quinquefaciatus,,Culex  quinquefaciatus,3,1
1906,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,1
1907,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,1
1908,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,1
1909,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,1
1910,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,1
1911,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,1
1912,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,1
1913,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,1
1914,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,1
1915,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,1
1916,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,0
1917,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,0
1918,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,0
1919,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,0
1920,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,0
1921,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,0
1922,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,0
1923,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,0
1924,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,0
1925,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,0
1926,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,2
1927,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,2
1928,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,2
1929,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,2
1930,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,2
1931,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,2
1932,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,2
1933,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,2
1934,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,2
1935,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,2
1936,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,1
1937,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,0
1938,Glossina,Nemorhina,tachinoïdes,,Glossina tachinoïdes,14,0
1939,Glossina,Glossina ,longipalpis,longipalpis,Glossina longipalpis,44,2
1940,Glossina,Glossina ,longipalpis,longipalpis,Glossina longipalpis,44,2
1941,Glossina,Glossina ,longipalpis,longipalpis,Glossina longipalpis,44,2
1942,Glossina,Glossina ,longipalpis,longipalpis,Glossina longipalpis,44,2
1943,Glossina,Glossina ,longipalpis,longipalpis,Glossina longipalpis,44,2
1944,Glossina,Glossina ,longipalpis,longipalpis,Glossina longipalpis,44,2
1945,Glossina,Glossina ,longipalpis,longipalpis,Glossina longipalpis,44,2
1946,Glossina,Glossina ,austeni,austeni,Glossina austeni,45,2
1947,Glossina,Glossina ,austeni,austeni,Glossina austeni,45,2
1948,Glossina,Glossina ,longipalpis,longipalpis,Glossina longipalpis,44,2
1949,Glossina,Glossina ,longipalpis,longipalpis,Glossina longipalpis,44,2
1950,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,1
1951,Glossina,Nemorhina,fuscipes,fuscipes,Glossina fuscipes fuscipes,10,0
1952,Glossina,Nemorhina,fuscipes,Quazensis,Glossina fuscipes Quazensis,15,2
1953,Glossina,morsitans,morsitans,morsitans,Glossina morsitans morsitans,11,2
1954,Glossina,morsitans,morsitans,morsitans,Glossina morsitans morsitans,11,2
1955,Glossina,morsitans,morsitans,morsitans,Glossina morsitans morsitans,11,2
1956,Glossina,morsitans,morsitans,submorsitans,Glossina morsitans submorsitans,46,2
1957,Glossina,morsitans,swynnertoni,,Glossina swynnertoni,47,2
1958,Lutzomyia,Trichophoromyia,ubiquitalis,,Lutzomyia ubiquitalis,48,1
1959,Lutzomyia,Lutzomyia,longipalpis,,Lutzomyia longipalpis,25,0
1960,Lutzomyia,Lutzomyia,longipalpis,,Lutzomyia longipalpis,25,0
1961,Lutzomyia,Lutzomyia,longipalpis,,Lutzomyia longipalpis,25,0
1962,Lutzomyia,Lutzomyia,longipalpis,,Lutzomyia longipalpis,25,1
1963,Glossina,Fusca,brevipalpis,,Glossina brevipalpis,49,0
1964,Glossina,Fusca,brevipalpis,,Glossina brevipalpis,49,0
1965,Glossina,Palpalis,Caliginea,,Glossina Caliginea,50,0
1966,Glossina,Palpalis,Caliginea,,Glossina Caliginea,50,0
1967,Glossina,Palpalis,Caliginea,,Glossina Caliginea,50,0
1968,Glossina,Palpalis,Caliginea,,Glossina Caliginea,50,0
1969,Glossina,Palpalis,Caliginea,,Glossina Caliginea,50,0
1970,Glossina,Palpalis,Caliginea,,Glossina Caliginea,50,0
1971,Glossina,Fusca,fusca,fusca,Glossina fusca fusca,51,1
1972,Glossina,Fusca,fusca,fusca,Glossina fusca fusca,51,0
1973,Glossina,Fusca,fusca,fusca,Glossina fusca fusca,51,0
1974,Glossina,Fusca,fusca,fusca,Glossina fusca fusca,51,2
1975,Glossina,Fusca,fusca,fusca,Glossina fusca fusca,51,2
1976,Glossina,Fusca,haningtoni,,Glossina haningtoni,52,1
1977,Glossina,Fusca,medicorum,,Glossina medicorum,53,2
1978,Glossina,Fusca,medicorum,,Glossina medicorum,53,2
