photo,species name,category,M/f/ND(0/1/2)
1783,Aedes albopictus,1,0
1784,Aedes albopictus,1,0
1785,Aedes albopictus,1,0
1786,Aedes albopictus,1,0
1787,Aedes albopictus,1,0
1788,Aedes albopictus,1,0
1789,Aedes albopictus,1,0
1790,Aedes albopictus,1,0
1792,Aedes albopictus,1,0
1793,Aedes albopictus,1,0
1794,Aedes albopictus,1,0
1795,Aedes albopictus,1,0
1796,Aedes albopictus,1,0
1797,Aedes albopictus,1,0
1798,Aedes albopictus,1,0
1799,Aedes albopictus,1,0
1800,Aedes albopictus,1,0
1801,Aedes albopictus,1,0
1802,Aedes albopictus,1,0
1803,Aedes albopictus,1,0
1804,Aedes albopictus,1,0
1805,Aedes albopictus,1,0
1806,Aedes albopictus,1,0
1807,Aedes albopictus,1,0
1808,Aedes albopictus,1,0
1809,Aedes albopictus,1,0
1810,Aedes albopictus,1,0
1811,Aedes albopictus,1,0
1812,Aedes albopictus,1,0
1813,Aedes albopictus,1,0
1814,Aedes albopictus,1,0
1815,Aedes albopictus,1,0
1816,Aedes albopictus,1,0
1817,Aedes albopictus,1,0
1818,Aedes albopictus,1,0
1819,Aedes albopictus,1,0
1820,Aedes albopictus,1,0
1821,Aedes albopictus,1,0
1822,Aedes albopictus,1,0
1823,Aedes albopictus,1,0
1824,Aedes albopictus,1,0
1825,Aedes albopictus,1,0
1826,Aedes albopictus,1,0
1827,Aedes albopictus,1,0
1828,Aedes albopictus,1,0
1829,Aedes albopictus,1,0
1830,Aedes albopictus,1,0
1831,Aedes albopictus,1,0
1832,Aedes albopictus,1,0
1833,Aedes albopictus,1,0
1834,Aedes albopictus,1,0
1835,Aedes albopictus,1,0
1836,Aedes albopictus,1,0
1837,Aedes albopictus,1,0
1838,Aedes albopictus,1,0
1839,Aedes albopictus,1,0
1840,Aedes albopictus,1,0
1841,Aedes albopictus,1,0
1842,Aedes albopictus,1,0
1843,Aedes albopictus,1,0
1844,Aedes albopictus,1,0
1845,Aedes albopictus,1,0
1846,Aedes albopictus,1,0
1847,Aedes albopictus,1,0
1848,Aedes albopictus,1,0
1849,Aedes albopictus,1,0
1850,Aedes albopictus,1,0
1851,Aedes albopictus,1,0
1852,Aedes albopictus,1,0
1853,Aedes albopictus,1,0
1854,Aedes albopictus,1,0
1855,Aedes albopictus,1,0
1856,Aedes albopictus,1,0
1857,Aedes albopictus,1,0
1858,Aedes albopictus,1,1
1859,Aedes albopictus,1,1
1860,Aedes albopictus,1,1
1861,Aedes albopictus,1,1
1862,Aedes albopictus,1,1
1863,Aedes albopictus,1,1
1864,Aedes albopictus,1,1
1865,Aedes albopictus,1,1
1866,Aedes albopictus,1,1
1867,Aedes albopictus,1,1
1868,Aedes albopictus,1,1
1869,Aedes albopictus,1,1
1870,Aedes albopictus,1,1
1871,Aedes albopictus,1,1
1872,Aedes albopictus,1,1
1873,Aedes albopictus,1,1
1874,Aedes albopictus,1,1
1875,Aedes albopictus,1,1
1876,Aedes albopictus,1,1
1877,Aedes albopictus,1,1
1878,Aedes albopictus,1,1
1879,Aedes albopictus,1,1
1880,Aedes albopictus,1,1
1881,Aedes albopictus,1,1
1882,Aedes albopictus,1,1
1883,Aedes albopictus,1,1
1884,Aedes albopictus,1,1
1885,Aedes albopictus,1,1
1886,Aedes albopictus,1,1
1887,Aedes albopictus,1,1
1888,Aedes albopictus,1,1
1889,Aedes albopictus,1,1
1890,Aedes albopictus,1,1
1891,Aedes albopictus,1,1
1892,Aedes albopictus,1,1
1893,Aedes albopictus,1,1
1894,Aedes albopictus,1,1
1895,Aedes albopictus,1,1
1896,Anopheles gambiae,7,2
1897,Culex brumpti,43,2
1898,Culex brumpti,43,1
1899,Culex brumpti,43,2
1900,Culex brumpti,43,2
1901,Culex hortensis,5,0
1902,Culex hortensis,5,0
1903,Culex  quinquefaciatus,3,1
1904,Culex  quinquefaciatus,3,1
1905,Culex  quinquefaciatus,3,1
1906,Glossina tachinoïdes,14,1
1907,Glossina tachinoïdes,14,1
1908,Glossina tachinoïdes,14,1
1909,Glossina tachinoïdes,14,1
1910,Glossina tachinoïdes,14,1
1911,Glossina tachinoïdes,14,1
1912,Glossina tachinoïdes,14,1
1913,Glossina tachinoïdes,14,1
1914,Glossina tachinoïdes,14,1
1915,Glossina tachinoïdes,14,1
1916,Glossina tachinoïdes,14,0
1917,Glossina tachinoïdes,14,0
1918,Glossina tachinoïdes,14,0
1919,Glossina tachinoïdes,14,0
1920,Glossina tachinoïdes,14,0
1921,Glossina tachinoïdes,14,0
1922,Glossina tachinoïdes,14,0
1923,Glossina tachinoïdes,14,0
1924,Glossina tachinoïdes,14,0
1925,Glossina tachinoïdes,14,0
1926,Glossina tachinoïdes,14,2
1927,Glossina tachinoïdes,14,2
1928,Glossina tachinoïdes,14,2
1929,Glossina tachinoïdes,14,2
1930,Glossina tachinoïdes,14,2
1931,Glossina tachinoïdes,14,2
1932,Glossina tachinoïdes,14,2
1933,Glossina tachinoïdes,14,2
1934,Glossina tachinoïdes,14,2
1935,Glossina tachinoïdes,14,2
1936,Glossina tachinoïdes,14,1
1937,Glossina tachinoïdes,14,0
1938,Glossina tachinoïdes,14,0
1939,Glossina longipalpis,44,2
1940,Glossina longipalpis,44,2
1941,Glossina longipalpis,44,2
1942,Glossina longipalpis,44,2
1943,Glossina longipalpis,44,2
1944,Glossina longipalpis,44,2
1945,Glossina longipalpis,44,2
1946,Glossina austeni,45,2
1947,Glossina austeni,45,2
1948,Glossina longipalpis,44,2
1949,Glossina longipalpis,44,2
1950,Glossina fuscipes fuscipes,10,1
1951,Glossina fuscipes fuscipes,10,0
1952,Glossina fuscipes Quazensis,15,2
1953,Glossina morsitans morsitans,11,2
1954,Glossina morsitans morsitans,11,2
1955,Glossina morsitans morsitans,11,2
1956,Glossina morsitans submorsitans,46,2
1957,Glossina swynnertoni,47,2
1958,Lutzomyia ubiquitalis,48,1
1959,Lutzomyia longipalpis,25,0
1960,Lutzomyia longipalpis,25,0
1961,Lutzomyia longipalpis,25,0
1962,Lutzomyia longipalpis,25,1
1963,Glossina brevipalpis,49,0
1964,Glossina brevipalpis,49,0
1965,Glossina Caliginea,50,0
1966,Glossina Caliginea,50,0
1967,Glossina Caliginea,50,0
1968,Glossina Caliginea,50,0
1969,Glossina Caliginea,50,0
1970,Glossina Caliginea,50,0
1971,Glossina fusca fusca,51,1
1972,Glossina fusca fusca,51,0
1973,Glossina fusca fusca,51,0
1974,Glossina fusca fusca,51,2
1975,Glossina fusca fusca,51,2
1976,Glossina haningtoni,52,1
1977,Glossina medicorum,53,2
1978,Glossina medicorum,53,2
1979,Glossina medicorum,53,2
1980,Glossina medicorum,53,2
1981,Glossina morsitans centralis,54,1
1982,Glossina morsitans centralis,54,0
1983,Glossina morsitans centralis,54,0
1984,Glossina nashi,55,1
1985,Glossina nashi,55,0
1986,Glossina nigrofusca,56,1
1987,Glossina pallicera,57,1
1988,Glossina pallicera,57,1
1989,Glossina pallicera,57,1
1990,Glossina pallicera,57,0
1991,Glossina pallicera,57,0
1992,Glossina pallicera,57,0
1993,Glossina pallicera,57,0
1994,Glossina pallicera,57,0
1995,Glossina pallidipes,58,1
1996,Glossina pallidipes,58,1
1997,Glossina pallidipes,58,1
1998,Glossina pallidipes,58,1
1999,Glossina pallidipes,58,1
2000,Glossina pallidipes,58,0
2001,Glossina pallidipes,58,0
2002,Glossina pallidipes,58,0
2003,Glossina pallidipes,58,0
2004,Glossina palpalis gambiense,12,1
2005,Glossina palpalis gambiense,12,1
2006,Glossina palpalis gambiense,12,1
2007,Glossina palpalis gambiense,12,1
2008,Glossina palpalis gambiense,12,1
2009,Glossina palpalis gambiense,12,1
2010,Glossina palpalis gambiense,12,1
2011,Glossina palpalis gambiense,12,1
2012,Glossina palpalis gambiense,12,1
2013,Glossina palpalis gambiense,12,0
2014,Glossina palpalis gambiense,12,0
2015,Glossina palpalis gambiense,12,0
2016,Glossina palpalis gambiense,12,0
2017,Glossina palpalis gambiense,12,0
2018,Glossina palpalis gambiense,12,0
2019,Glossina palpalis gambiense,12,0
2020,Glossina palpalis gambiense,12,0
2021,Glossina palpalis gambiense,12,0
2022,Glossina palpalis gambiense,12,0
2023,Glossina tabaniformis,59,0
2024,Glossina tachinoïdes,14,1
2025,Glossina tachinoïdes,14,0
2026,Glossina longipalpis,44,1
2027,Glossina longipalpis,44,1
2028,Glossina longipalpis,44,1
2029,Glossina longipalpis,44,1
2030,Glossina longipalpis,44,1
2031,Glossina longipalpis,44,1
2032,Glossina longipalpis,44,0
2033,Glossina longipalpis,44,0
2034,Glossina morsitans submorsitans,46,0
2035,Glossina morsitans submorsitans,46,1
2036,Glossina morsitans submorsitans,46,0
2037,Glossina morsitans submorsitans,46,0
2038,Glossina morsitans submorsitans,46,0
2039,Glossina morsitans submorsitans,46,0
2040,Aedes Detritus,34,1
2041,Aedes Detritus,34,1
2042,Aedes Detritus,34,1
2043,Aedes Detritus,34,1
2044,Aedes Detritus,34,1
2045,Aedes Detritus,34,1
2046,Aedes Detritus,34,1
2047,Anopheles apimacula,60,1
2048,Anopheles apimacula,60,1
2049,Anopheles apimacula,60,1
2050,Anopheles apimacula,60,1
2051,Anopheles apimacula,60,1
2052,Anopheles apimacula,60,1
2053,Anopheles squamosus,61,1
2054,Anopheles squamosus,61,1
2055,Anopheles squamosus,61,1
2056,Anopheles squamosus,61,1
2057,Anopheles squamosus,61,1
2058,Anopheles squamosus,61,0
2059,Anopheles squamosus,61,0
2060,Anopheles squamosus,61,0
2061,Anopheles squamosus,61,0
2062,Anopheles squamosus,61,0
2063,Anopheles dureni,62,1
2064,Anopheles dureni,62,1
2065,Anopheles dureni,62,1
2066,Anopheles dureni,62,1
2067,Anopheles dureni,62,1
2068,Anopheles dureni,62,1
2069,Anopheles dureni,62,1
2070,Anopheles dureni,62,1
2071,Anopheles dureni,62,2
2072,Anopheles multicolor,63,1
2073,Anopheles multicolor,63,1
2074,Anopheles multicolor,63,1
2075,Anopheles multicolor,63,1
2076,Anopheles multicolor,63,0
2077,Anopheles obscurus,64,1
2078,Anopheles obscurus,64,1
2079,Anopheles obscurus,64,1
2080,Anopheles obscurus,64,1
2081,Anopheles obscurus,64,0
2082,Anopheles obscurus,64,0
2083,Anopheles obscurus,64,0
2084,Anopheles obscurus,64,1
2085,Anopheles  pseudopunctipennis,65,1
2086,Anopheles  pseudopunctipennis,65,1
2087,Anopheles  pseudopunctipennis,65,1
2088,Anopheles  pseudopunctipennis,65,1
2089,Anopheles  pseudopunctipennis,65,1
2090,Anopheles  pseudopunctipennis,65,1
2091,Anopheles  pseudopunctipennis,65,0
2092,Anopheles  pseudopunctipennis,65,0
2093,Anophele punctimaculata,66,1
2094,Anophele punctimaculata,66,1
2095,Anophele punctimaculata,66,1
2096,Anophele punctimaculata,66,1
2097,Anophele punctimaculata,66,1
2098,Anophele punctimaculata,66,1
2099,Anophele punctimaculata,66,1
2100,Anophele punctimaculata,66,1
2101,Anophele punctimaculata,66,1
2102,Anophele punctimaculata,66,0
2103,Anophele punctimaculata,66,1
2104,Aedes Mariae,35,2
2105,Aedes Mariae,35,2
2106,Aedes Mariae,35,2
2107,Aedes Mariae,35,2
2108,Aedes Mariae,35,2
2109,Aedes Mariae,35,2
2110,Aedes Mariae,35,2
2111,Aedes Mariae,35,2
2112,Anopheles ziemani,67,1
2113,Anopheles ziemani,67,1
2114,Anopheles ziemani,67,1
2115,Anopheles ziemani,67,1
2116,Anopheles ziemani,67,1
2117,Anopheles ziemani,67,0
2118,Anopheles pharoensis,68,1
2119,Anopheles pharoensis,68,1
2120,Anopheles pharoensis,68,1
2121,Anopheles pharoensis,68,1
2122,Anopheles pharoensis,68,1
2123,Anopheles pharoensis,68,1
2124,Anopheles pharoensis,68,1
2125,Anopheles pharoensis,68,0
2126,Anopheles pharoensis,68,0
2127,Anopheles pharoensis,68,0
2128,Anopheles cinctus,69,1
2129,Anopheles cinctus,69,1
2130,Anopheles cinctus,69,1
2131,Anopheles cinctus,69,1
2132,Anopheles cinctus,69,0
2133,Anopheles cinctus,69,0
2134,Anopheles cinctus,69,0
2135,Anopheles cinctus,69,0
2136,Anopheles cinctus,69,0
2137,Anopheles cinctus,69,0
2138,Anopheles cinctus,69,0
2139,Anopheles cinctus,69,0
2140,Anopheles cinctus,69,0
2141,Anopheles cinctus,69,0
2142,Anopheles cinereus,70,1
2143,Anopheles cinereus,70,1
2144,Anopheles cinereus,70,1
2145,Anopheles cinereus,70,1
2146,Anopheles cinereus,70,0
2147,Anopheles cinereus,70,0
2148,Anopheles cinereus,70,0
2149,Anopheles cinereus,70,0
2150,Anopheles demeilloni,71,1
2151,Anopheles demeilloni,71,1
2152,Anopheles demeilloni,71,1
2153,Anopheles demeilloni,71,0
2154,Anopheles demeilloni,71,0
2155,Anopheles demeilloni,71,0
2156,Anopheles demeilloni,71,0
2157,Anopheles demeilloni,71,0
2158,Anopheles demeilloni,71,0
2159,Anopheles demeilloni,71,0
2160,Anopheles demeilloni,71,0
2161,Anopheles flavicosta,72,1
2162,Anopheles flavicosta,72,1
2163,Anopheles flavicosta,72,0
2164,Anopheles flavicosta,72,2
2165,Anopheles flavicosta,72,2
2166,Anopheles flavicosta,72,2
2167,Anopheles hargreavesi,73,1
2168,Anopheles hargreavesi,73,1
2169,Anopheles hargreavesi,73,1
2170,Anopheles hargreavesi,73,0
2171,Anopheles hargreavesi,73,0
2172,Anopheles hargreavesi,73,0
2173,Anopheles hargreavesi,73,0
2174,Anopheles moucheti,74,1
2175,Anopheles moucheti,74,1
2176,Anopheles moucheti,74,1
2177,Anopheles moucheti,74,1
2178,Anopheles moucheti,74,1
2179,Anopheles moucheti,74,1
2180,Anopheles moucheti,74,0
2181,Anopheles nili,75,2
2182,Anopheles nili,75,2
2183,Anopheles nili,75,2
2184,Anopheles nili,75,2
2185,Anopheles nili,75,2
2186,Anopheles nili,75,2
2187,Anopheles nili,75,2
2188,Anopheles obscurus,64,1
2189,Anopheles obscurus,64,1
2190,Anopheles obscurus,64,1
2191,Anopheles obscurus,64,1
2192,Anopheles obscurus,64,0
2193,Anopheles obscurus,64,0
2194,Anopheles obscurus,64,0
2195,Anopheles obscurus,64,0
2196,Anopheles paludis,76,1
2197,Anopheles paludis,76,1
2198,Anopheles paludis,76,1
2199,Anopheles paludis,76,1
2200,Anopheles paludis,76,1
2201,Anopheles paludis,76,1
2202,Anopheles paludis,76,1
2203,Anopheles paludis,76,1
2204,Anopheles paludis,76,1
2205,Anopheles paludis,76,1
2206,Anopheles paludis,76,1
2207,Anopheles paludis,76,1
2208,Anopheles paludis,76,0
2209,Anopheles paludis,76,0
2210,Aedes fowleri,77,1
2211,Aedes fowleri,77,1
2212,Aedes fowleri,77,0
2213,Aedes furcifer,78,1
2214,Aedes furcifer,78,1
2215,Aedes furcifer,78,1
2216,Aedes furcifer,78,1
2217,Aedes furcifer,78,1
2218,Aedes furcifer,78,0
2219,Aedes furcifer,78,0
2220,Aedes luteocephalus,79,1
2221,Aedes luteocephalus,79,1
2222,Aedes luteocephalus,79,1
2223,Aedes luteocephalus,79,1
2224,Aedes luteocephalus,79,1
2225,Aedes luteocephalus,79,1
2226,Aedes luteocephalus,79,1
2227,Aedes luteocephalus,79,1
2228,Aedes luteocephalus,79,1
2229,Aedes luteocephalus,79,1
2230,Aedes luteocephalus,79,0
2231,Aedes luteocephalus,79,2
2232,Aedes luteocephalus,79,2
2233,Aedes Opok,80,2
2234,Aedes Opok,80,2
2235,Aedes rusticus,81,2
2236,Aedes rusticus,81,2
2237,Aedes rusticus,81,2
2238,Aedes rusticus,81,2
2239,Aedes rusticus,81,2
2240,Aedes rusticus,81,2
2241,Aedes rusticus,81,2
2242,Aedes rusticus,81,2
2243,Aedes simpsoni,82,2
2244,Aedes simpsoni,82,2
2245,Aedes taylori,83,2
2246,Aedes taylori,83,2
2247,Aedes vittatus,84,1
2248,Aedes vittatus,84,1
2249,Aedes vittatus,84,0
2250,Aedes vittatus,84,0
2251,Aedes vittatus,84,0
2252,Aedes vittatus,84,0
2253,Aedes vittatus,84,0
2254,Aedes vittatus,84,0
2255,Aedes vittatus,84,0
2256,Anopheles funestus,85,2
2257,Anopheles funestus,85,2
2258,Anopheles funestus,85,2
2259,Anopheles funestus,85,2
2260,Anopheles funestus,85,2
2261,Anopheles funestus,85,2
2262,Anopheles funestus,85,2
2263,Anopheles funestus,85,2
2264,Anopheles funestus,85,2
2265,Anopheles funestus,85,2
2266,Anopheles funestus,85,2
2267,Anopheles funestus,85,2
2268,Anopheles funestus,85,2
2269,Anopheles funestus,85,2
2270,Anopheles funestus,85,2
2271,Anopheles funestus,85,2
2272,Anopheles funestus,85,2
2273,Anopheles funestus,85,2
2274,Anopheles funestus,85,2
2276,Anopheles funestus,85,2
2277,Anopheles funestus,85,2
2278,Anopheles funestus,85,2
2279,Anopheles funestus,85,2
2280,Anopheles funestus,85,2
2281,Anopheles funestus,85,2
2282,Anopheles funestus,85,2
2283,Anopheles funestus,85,2
2284,Anopheles funestus,85,2
2285,Anopheles funestus,85,2
2286,Anopheles funestus,85,2
2287,Anopheles funestus,85,2
2288,Anopheles funestus,85,2
2289,Anopheles funestus,85,2
2290,Anopheles funestus,85,2
2291,Anopheles funestus,85,2
2292,Anopheles funestus,85,2
2293,Anopheles funestus,85,2
2294,Anopheles funestus,85,2
2295,Anopheles funestus,85,2
2296,Anopheles funestus,85,2
2297,Anopheles funestus,85,2
2298,Anopheles funestus,85,2
2299,Anopheles funestus,85,2
2300,Anopheles funestus,85,2
2301,Anopheles funestus,85,2
2302,Anopheles funestus,85,2
2303,Anopheles funestus,85,2
2304,Anopheles funestus,85,2
2305,Anopheles funestus,85,2
2306,Anopheles funestus,85,2
2307,Anopheles funestus,85,2
2308,Anopheles funestus,85,2
2309,Anopheles funestus,85,2
2310,Anopheles funestus,85,2
2311,Anopheles funestus,85,2
2312,Anopheles funestus,85,2
2313,Anopheles funestus,85,2
2314,Anopheles funestus,85,2
2315,Anopheles funestus,85,2
2316,Anopheles funestus,85,2
2317,Anopheles funestus,85,2
2318,Anopheles funestus,85,2
2319,Anopheles funestus,85,2
2320,Anopheles funestus,85,2
2321,Anopheles funestus,85,2
2322,Anopheles funestus,85,2
2323,Anopheles funestus,85,2
2324,Anopheles funestus,85,2
2325,Anopheles funestus,85,2
2326,Anopheles funestus,85,2
2327,Anopheles funestus,85,2
2328,Anopheles funestus,85,2
2329,Anopheles funestus,85,2
2330,Anopheles funestus,85,2
2331,Anopheles funestus,85,2
2332,Anopheles funestus,85,2
2333,Anopheles funestus,85,2
2334,Anopheles funestus,85,2
2335,Anopheles funestus,85,2
2336,Anopheles funestus,85,2
2337,Anopheles funestus,85,2
2338,Anopheles funestus,85,2
2339,Anopheles funestus,85,2
2340,Anopheles funestus,85,2
2341,Anopheles funestus,85,2
2342,Anopheles funestus,85,2
2343,Anopheles funestus,85,2
2345,Anopheles funestus,85,2
2346,Anopheles funestus,85,2
2347,Anopheles funestus,85,2
2348,Anopheles funestus,85,2
2349,Anopheles funestus,85,2
2350,Anopheles funestus,85,2
2351,Anopheles funestus,85,2
2352,Anopheles funestus,85,2
2353,Anopheles funestus,85,2
2354,Anopheles funestus,85,2
2355,Anopheles funestus,85,2
2356,Anopheles funestus,85,2
2357,Anopheles funestus,85,2
2358,Anopheles funestus,85,2
2359,Anopheles funestus,85,2
2360,Anopheles funestus,85,2
2361,Anopheles funestus,85,2
2362,Anopheles funestus,85,2
2363,Anopheles funestus,85,2
2364,Anopheles funestus,85,2
2366,Anopheles funestus,85,2
2367,Anopheles funestus,85,2
2368,Anopheles funestus,85,2
2369,Anopheles funestus,85,2
2370,Anopheles funestus,85,2
2371,Anopheles funestus,85,2
2372,Anopheles funestus,85,2
2373,Anopheles funestus,85,2
2374,Anopheles funestus,85,2
2375,Anopheles funestus,85,2
2376,Anopheles funestus,85,2
2377,Anopheles funestus,85,2
2378,Anopheles funestus,85,2
2379,Anopheles funestus,85,2
2380,Anopheles funestus,85,2
2381,Anopheles funestus,85,2
2382,Anopheles funestus,85,2
2383,Anopheles funestus,85,2
2384,Aedes geniculatus,86,0
2385,Aedes geniculatus,86,0
2386,Aedes geniculatus,86,0
2387,Aedes geniculatus,86,1
2388,Aedes geniculatus,86,1
2389,Aedes geniculatus,86,1
2390,Anopheles albimanus,87,1
2391,Anopheles albimanus,87,1
2392,Anopheles albimanus,87,1
2393,Anopheles melas,88,0
2394,Anopheles melas,88,0
2395,Anopheles melas,88,0
2396,Anopheles melas,88,0
2397,Anopheles melas,88,0
2398,Anopheles melas,88,0
2399,Anopheles melas,88,0
2400,Anopheles melas,88,0
2401,Anopheles melas,88,0
2402,Anopheles labranchiae,89,0
2403,Anopheles labranchiae,89,0
2404,Anopheles labranchiae,89,0
2405,Anopheles labranchiae,89,0
2406,Anopheles labranchiae,89,0
2407,Anopheles labranchiae,89,0
2408,Anopheles labranchiae,89,0
2409,Anopheles labranchiae,89,0
2410,Anopheles rhodesiensis,90,0
2411,Anopheles rhodesiensis,90,0
2412,Anopheles rhodesiensis,90,0
2413,Anopheles rhodesiensis,90,1
2414,Anopheles stephensi,41,1
2415,Anopheles stephensi,41,1
2416,Anopheles stephensi,41,1
2417,Atylotus agrestis,91,2
2418,Atylotus agrestis,91,2
2419,Atylotus agrestis,91,2
2420,Atylotus agrestis,91,2
2421,Atylotus agrestis,91,2
2422,Chrysops dimidiata,92,2
2423,Chrysops dimidiata,92,2
2424,Chrysops dimidiata,92,2
2425,Chrysops dimidiata,92,2
2426,Chrysops dimidiata,92,2
2427,Chrysops dimidiata,92,2
2428,Chrysops dimidiata,92,2
2429,Culiseta anulata,93,1
2430,Culiseta anulata,93,1
2431,Culiseta anulata,93,1
2432,Culiseta anulata,93,1
2433,Culiseta anulata,93,0
2434,Culiseta anulata,93,0
2435,Culiseta anulata,93,0
2436,Culiseta morsitans,95,1
2437,Culiseta morsitans,95,1
2438,Culiseta morsitans,95,1
2439,tabanus taeniola,97,2
2440,Anopheles funestus,85,2
2441,Anopheles funestus,85,2
2442,Anopheles funestus,85,2
2443,Anopheles funestus,85,2
2444,Anopheles funestus,85,2
2446,Anopheles funestus,85,2
2447,Anopheles funestus,85,2
2448,Anopheles funestus,85,2
2449,Anopheles funestus,85,2
2450,Anopheles funestus,85,2
2451,Anopheles funestus,85,2
2452,Anopheles funestus,85,2
2453,Anopheles funestus,85,2
2454,Anopheles funestus,85,2
2455,Anopheles funestus,85,2
2456,Anopheles funestus,85,2
2457,Anopheles funestus,85,2
2458,Anopheles funestus,85,2
2459,Anopheles funestus,85,2
2460,Anopheles funestus,85,2
2461,Anopheles funestus,85,2
2462,Anopheles funestus,85,2
2463,Anopheles funestus,85,2
2464,Anopheles funestus,85,2
2465,Anopheles funestus,85,2
2466,Anopheles funestus,85,2
2467,Anopheles funestus,85,2
2468,Anopheles funestus,85,2
2469,Anopheles funestus,85,2
2470,Anopheles funestus,85,2
2471,Anopheles funestus,85,2
2472,Anopheles funestus,85,2
2473,Anopheles funestus,85,2
2474,Anopheles funestus,85,2
2475,Anopheles funestus,85,2
2476,Anopheles funestus,85,2
2477,Anopheles funestus,85,2
2478,Anopheles funestus,85,2
2479,Anopheles funestus,85,2
2480,Anopheles funestus,85,2
2481,Anopheles funestus,85,2
2482,Anopheles funestus,85,2
2483,Anopheles funestus,85,2
2484,Anopheles funestus,85,2
2485,Anopheles funestus,85,2
2486,Anopheles funestus,85,2
2487,Anopheles funestus,85,2
2488,Anopheles funestus,85,2
2489,Anopheles funestus,85,2
2490,Anopheles funestus,85,2
2491,Anopheles funestus,85,2
2492,Anopheles funestus,85,2
2493,Anopheles funestus,85,2
2494,Anopheles funestus,85,2
2495,Anopheles funestus,85,2
2496,Anopheles funestus,85,2
2497,Anopheles funestus,85,2
2498,Anopheles funestus,85,2
2499,Anopheles funestus,85,2
2500,Anopheles funestus,85,2
2501,Anopheles funestus,85,2
2502,Anopheles funestus,85,2
2503,Glossina palpalis palpalis,13,0
2504,Glossina palpalis palpalis,13,0
2505,Glossina palpalis palpalis,13,0
2506,Glossina palpalis palpalis,13,0
2507,Glossina palpalis palpalis,13,0
2508,Glossina palpalis palpalis,13,0
2509,Glossina palpalis palpalis,13,0
2510,Glossina palpalis palpalis,13,0
2511,Glossina palpalis palpalis,13,0
2512,Glossina palpalis palpalis,13,0
2513,Glossina palpalis palpalis,13,0
2514,Glossina palpalis palpalis,13,0
2515,Glossina palpalis palpalis,13,0
2516,Glossina palpalis palpalis,13,0
2517,Glossina palpalis palpalis,13,0
2518,Glossina palpalis palpalis,13,0
2519,Glossina palpalis palpalis,13,0
2520,Glossina palpalis palpalis,13,0
2521,Glossina palpalis palpalis,13,0
2522,Glossina palpalis palpalis,13,0
2523,Glossina palpalis palpalis,13,0
2524,Glossina palpalis palpalis,13,0
2525,Glossina palpalis palpalis,13,0
2526,Glossina palpalis palpalis,13,0
2527,Glossina palpalis palpalis,13,0
2528,Glossina palpalis palpalis,13,0
2529,Glossina palpalis palpalis,13,0
2530,Glossina palpalis palpalis,13,0
2531,Glossina palpalis palpalis,13,0
2532,Glossina palpalis palpalis,13,0
2533,Glossina palpalis palpalis,13,0
2534,Glossina palpalis palpalis,13,0
2535,Glossina palpalis palpalis,13,0
2536,Glossina palpalis palpalis,13,0
2537,Glossina palpalis palpalis,13,0
2538,Glossina palpalis palpalis,13,0
2539,Glossina palpalis palpalis,13,0
2540,Glossina palpalis palpalis,13,0
2541,Glossina palpalis palpalis,13,0
2542,Glossina palpalis palpalis,13,0
2543,Glossina palpalis palpalis,13,0
2544,Glossina palpalis palpalis,13,0
2545,Glossina palpalis palpalis,13,0
2546,Glossina palpalis palpalis,13,0
2547,Glossina palpalis palpalis,13,0
2548,Glossina palpalis palpalis,13,0
2549,Glossina palpalis palpalis,13,0
2550,Glossina palpalis palpalis,13,0
2551,Glossina palpalis palpalis,13,0
2552,Glossina palpalis palpalis,13,0
2553,Glossina palpalis palpalis,13,0
2554,Glossina palpalis palpalis,13,0
2555,Glossina palpalis palpalis,13,0
2556,Glossina palpalis palpalis,13,0
2557,Glossina palpalis palpalis,13,0
2558,Glossina palpalis palpalis,13,0
2559,Glossina palpalis palpalis,13,0
2560,Glossina palpalis palpalis,13,0
2561,Glossina palpalis palpalis,13,0
2562,Glossina palpalis palpalis,13,0
2563,Glossina palpalis palpalis,13,0
2564,Glossina palpalis palpalis,13,0
2565,Glossina palpalis palpalis,13,0
2566,Glossina palpalis palpalis,13,0
2567,Glossina palpalis palpalis,13,0
2568,Glossina palpalis palpalis,13,0
2569,Glossina palpalis palpalis,13,0
2570,Glossina palpalis palpalis,13,0
2571,Glossina palpalis palpalis,13,0
2572,Glossina palpalis palpalis,13,0
2573,Glossina palpalis palpalis,13,0
2574,Glossina palpalis palpalis,13,0
2575,Glossina palpalis palpalis,13,0
2576,Glossina palpalis palpalis,13,0
2577,Glossina palpalis palpalis,13,0
2578,Glossina palpalis palpalis,13,0
2579,Glossina palpalis palpalis,13,0
2580,Glossina palpalis palpalis,13,0
2581,Glossina palpalis palpalis,13,0
2582,Glossina palpalis palpalis,13,1
2583,Glossina palpalis palpalis,13,1
2584,Glossina palpalis palpalis,13,1
2585,Glossina palpalis palpalis,13,1
2586,Glossina palpalis palpalis,13,1
2587,Glossina palpalis palpalis,13,1
2588,Glossina palpalis palpalis,13,1
2589,Glossina palpalis palpalis,13,1
2590,Glossina palpalis palpalis,13,1
2591,Glossina palpalis palpalis,13,1
2592,Glossina palpalis palpalis,13,1
2593,Glossina palpalis palpalis,13,1
2594,Glossina palpalis palpalis,13,1
2595,Glossina palpalis palpalis,13,1
2596,Glossina palpalis palpalis,13,1
2597,Glossina palpalis palpalis,13,1
